Date,Job_Title,Rating,Current/Former,View_URL,Summary,Location,Recommend,CEO Approval,Business Outlook,Pros,Cons
26-Jul-19, Quality Engineer,5.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW28257407.htm,Quality engineering technology customer electronics,"in London, England",Recommend,CEO Approval,Business Outlook,Flexibility investment technology supporting quality,Complexity burocracy transport salary responsibility
9-Dec-19, Stress Engineer,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30767041.htm,Metallic Stress Engineer,"in Bristol, England, England",Recommend,CEO Approval,Business Outlook,"Development opportunities, flexi-time and interesting work",Usage of out of date and old tools. Civil aviations typical conservatism
8-Jul-19, Manufacturing Engineer,5.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27865431.htm,Great job,in Getafe,Recommend,CEO Approval,Business Outlook,Top industry company; excellent commercial and Military products; interesting job; opportunities to travel worldwide.,Salary could be better; bureaucracy; extremely big company.
13-Dec-19, Intern,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30848558.htm,Overall a good experience,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"good people to work with
interesting work","some slow days
ramping down programme"
28-Jul-19, Anonymous Employee,5.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW28287339.htm,Great environment,,Recommend,CEO Approval,Business Outlook,Positive environment and Good communication channeling,Tad bit of unstable work/life balance.
16-Feb-20, AIT Engineer,1.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW31891418.htm,Junior AIT engineer,in Immenstaad am Bodensee,Recommend,CEO Approval,Business Outlook,"Big Company, good Salary, ""Famous"" Company, good benefit",impossible to work with serenity
13-Jul-19, Intern,5.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27976576.htm,Airbus,,Recommend,CEO Approval,Business Outlook,Good work environment and good general conditions,Poor opportunities to stay as a contracted or temporary employee
1-Jul-19, Anonymous Employee,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27719268.htm,Airbus family,,Recommend,CEO Approval,Business Outlook,Career prospects are really substantials,One only have to move a lot and make small sacrifices as any firm would ask
23-May-19, IT Engineer,1.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW26278992.htm,When you arrive at a job where over half the IT department is missing,in Pinkenba,Recommend,CEO Approval,Business Outlook,"The pay is on par with what the industry is paying.
I didn't have to work overtime alot.","High rate of turn over, and I wondered why when I started that most of the IT department was missing. They had their reasons. Here's why I didn't stay.
There is a toxic culture of workplace bullying which HR are aware of.
E.g. My manager comments about how he doesn't like religious people, particularly Baptists.
Never met a single person there that genuinely liked their job in IT.
You're treated like a resource, not a human, and are hassled when off sick."
12-Nov-19, Project Manager,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30344396.htm,Innovation Manager,,Recommend,CEO Approval,Business Outlook,"Interesting tasks, diverse teams and numerous career opportunities","Typical issues of a big company - politics, hierarchical and slow."
16-May-19, Lead Engineer,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW26170943.htm,Getting better,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"Personal Development, Aeroplanes are inspirational, 35 hour week, short day on a Friday, flexible working - start /finish /work from home. Annual Bonus and pay rise, can buy an extra weeks holiday. Buildings are good and car parking",The structure can still be very hierarchical and some managers on the dictatorial side. It's a large company and it having to work to create a one team feel and attitude. The finance arrangements or assigning budgets  and running projects is poor.
9-Jul-19, Systems Engineer,5.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27878339.htm,Great place to work,,Recommend,CEO Approval,Business Outlook,good pay and Management support,no flexi time provided and only under certain circumstances
6-Jul-19, SME,5.0,"Former Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27828637.htm,Thumbs Up,in Riyadh,Recommend,CEO Approval,Business Outlook,Very friendly and professional environment,"Some customers of Airbus are working with very old technology,"
25-Nov-19, Systems Engineer,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30558251.htm,Work life Balance,,Recommend,CEO Approval,Business Outlook,"Work life Balance, pay scale","NO WFH, Cafeteria is NOT that much good"
15-Oct-19, Intern,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW29812687.htm,Great overall experience.,"in Stevenage, England",Recommend,CEO Approval,Business Outlook,"Given plenty of responsibility, friendly and helpful colleagues","Bureaucracy, everything takes forever to get done, office building was pretty grim"
2-Feb-17, Anonymous Employee,5.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW13595747.htm,Challenging But Rewarding,,Recommend,CEO Approval,Business Outlook,"The people mostly, Airbus is full of intelligent individuals who are great to work with. The opportunities to get involved with wider Airbus activities is also a lot of fun, very rewarding if you identify with Europe. And either way, there's a lot of history and lots of ex BA and BAE employees who are more than happy to tell you the rich history of aerospace in the UK. 

The training offered and development schemes available are numerous and an excellent opportunity for someone willing to put the work in to get on them. As a word of advice; be visible! There are a lot of people at Airbus, you need to make sure people know you. The managers I have dealt with have all been keen to develop people, even if the pressures of production can raise the blood pressure at times. They appreciate intelligence and motivation, but will not appreciate people who want an easy ride when they're struggling so much.","Production pressures are immense and everyone feels the strain. There is a lot of inertia and competition over targets and objectives. The age and size of the site make significant changes very difficult and as with any business there is a lot of bureaucracy when deploying new technologies. There are a lot of employees who are apathetic and complain a lot, and some of the shop floor staff feel very undervalued."
18-Nov-19, Master Thesis Student,3.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30443572.htm,CTC,"in Stade, Lower Saxony",Recommend,CEO Approval,Business Outlook,"Good salary, friendly atmosphere, close work with Airbus","high hierocracy, difficult to be accepted,"
14-Jan-20, Contract Specialist,1.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW31290974.htm,No work,,Recommend,CEO Approval,Business Outlook,Work life balance is good because there is little work,"No to little work, was constantly bored."
7-Nov-19, Anonymous Employee,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30264827.htm,Wonderful Experience,,Recommend,CEO Approval,Business Outlook,Have chance to get promoted to onsite,They expect a lot from engineering workers
10-May-19, Anonymous Employee,3.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW26075952.htm,The Beast needs taming,,Recommend,CEO Approval,Business Outlook,"Still trying to decide what the pro's might well be!  After several years, I am yet to find any!","Shocking Structure
No Commission Plans
No joined up thinking
Disjointed
No Perks .....I mean like NONE!!!"
12-Jun-19, Internship,5.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27200738.htm,Internship,,Recommend,CEO Approval,Business Outlook,Work independently and interesting projects,I had troubles with the slow bureaucracy of the company
7-May-19, Engineer,2.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW26022727.htm,Engineer,in Bangalore,Recommend,CEO Approval,Business Outlook,"Good Work-life balance, Multi-skilling, and inter-team mobility, Good place to start for a fresher.","Airbus is a big company in Europe not in India. Worst Management. Way of working is similar to government organizations. Experienced people deserving/non-deserving gets all opportunities. Want to bring a change and innovation wait for a year for approval. If you are looking for a challenging work environment with continuous improvements, this is not the company for you."
4-Oct-19, International Financial Advisor,4.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW29618769.htm,"ups and downs of working i, AirBus",in Friedrichshafen,Recommend,CEO Approval,Business Outlook,great work atmosphere and a very good salary,working on a lot of deadlines and being always on pressure
31-Oct-19, Executive Administrative Assistant,3.0,"Former Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW30130472.htm,Good company but,in Paris,Recommend,CEO Approval,Business Outlook,Good salaries and great bonuses,"Not flexible enough, too many processes"
23-Apr-19, Data Scientist,5.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25809428.htm,Data Scientist,in Toulouse,Recommend,CEO Approval,Business Outlook,"Very good opportunities and growth within company .
International environment. Amazing people, very talented and passionate (depends on which part of the company you work).",Not much to do in Toulouse
14-Jun-19, Anonymous Employee,5.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW27412275.htm,Na,in Toulouse,Recommend,CEO Approval,Business Outlook,"- Diversity
- Creativity 
-Working environment",There is no disadvantages
10-Apr-19, Financial Controller Support,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW25603378.htm,Great place to work at !,,Recommend,CEO Approval,Business Outlook,"- The managers are supportive, provide quality advice and guidance. I received a one week training form the 1st day. 

- Great balance between work and private life

- Team buildings events  offer great opportunity to actually know people you're working with, cross function evens are great for networking. 

- Working at Airbus you learn a lot,  that helps master yours skills.

- Salaries are interesting overall",- Difficult to get a permanent contract within Airbus but that's also why everyone dreams to be part of it.
4-Oct-19, Air Systems Engineer,4.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW29624700.htm,Great team spirit,in Getafe,Recommend,CEO Approval,Business Outlook,They take care of you and projects are interesting,Projects become slowly as they are huge.
